4570387658,4475725749,4530798939,4474148954,4607764228,4470636998,
4563251254,4473023718,4636703336,4504334795,4871563972,4872960893,
5186791803,4596636448,5884575789,6032339281,14880738210,12066926201,
18179696783,17682744687,18212017889,17717232197,18384582097,17736625903,
