4479410114,4362394694,4451523334,4367464794,4563613304,4456674402,
4489494998,4427358979,4589803306,4502835263,5380076079,5204651121,
5358701735,4318869731,4515098377,5003663776,11586806708,10059374447,
18173712628,17573777199,18111553011,17658593756,18109946997,17590402907,
